ID,Severity,Start_Lat,Start_Lng,Distance_mi,City,State,Temperature_F,Humidity_Percent,Visibility_mi,Wind_Speed_mph,Weather_Condition,Amenity,Crossing,Junction,Traffic_Signal,Sunrise_Sunset,Hour,DayOfWeek,Month
A-18888,2,36.497143,-121.936424,0.01,Carmel,CA,51.1,83.0,7.0,11.5,Mostly Cloudy,0,0,0,0,Night,16,7,11
A-18914,2,38.558258,-121.473633,1.1,Sacramento,CA,50.0,96.0,10.0,6.9,Overcast,0,0,0,0,Night,20,7,11
A-18936,3,37.785709000000004,-122.244514,0.01,Oakland,CA,54.0,83.0,10.0,13.8,Overcast,0,0,0,0,Night,2,1,11
A-18943,3,37.810501,-122.24859599999999,0.01,Oakland,CA,54.0,83.0,10.0,15.0,Overcast,0,0,0,0,Night,3,1,11
A-18996,2,37.416698,-122.21153999999999,0.01,Redwood City,CA,57.2,55.0,10.0,11.5,Mostly Cloudy,0,0,0,0,Day,12,1,11
A-19000,2,37.683685,-122.063957,0.0,Hayward,CA,57.9,56.0,10.0,12.7,Clear,0,1,0,1,Day,13,1,11
A-19014,3,38.574844,-121.572746,0.01,West Sacramento,CA,51.1,66.0,10.0,6.9,Mostly Cloudy,0,0,1,0,Day,16,1,11
A-19019,3,37.741043,-121.58270300000001,0.01,Tracy,CA,48.9,80.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,19,1,11
A-19061,2,37.563835,-122.038307,0.01,Fremont,CA,57.2,77.0,10.0,17.3,Mostly Cloudy,0,0,1,0,Day,10,2,11
A-19113,2,37.373337,-121.943855,0.01,Santa Clara,CA,59.0,60.0,10.0,18.4,Light Rain,0,1,0,1,Day,13,2,11
A-19138,3,39.303340999999996,-120.65728,0.01,Emigrant Gap,CA,35.1,82.0,10.0,8.1,Scattered Clouds,0,0,0,0,Day,16,2,11
A-19162,2,38.635395,-121.336731,0.01,Carmichael,CA,44.6,87.0,10.0,6.9,Clear,0,0,0,0,Night,18,2,11
A-19170,2,37.547962,-122.31903799999999,0.01,San Mateo,CA,53.6,77.0,10.0,4.6,Mostly Cloudy,0,0,1,0,Night,19,2,11
A-19183,2,38.649196999999994,-121.38295,0.01,North Highlands,CA,46.4,87.0,10.0,10.4,Clear,0,0,0,1,Night,19,2,11
A-19184,2,37.788357,-121.282951,0.01,Lathrop,CA,61.0,64.0,10.0,6.9,Unknown,0,0,1,0,Night,19,2,11
A-19189,3,38.765636,-121.25585900000002,0.01,Roseville,CA,46.4,87.0,10.0,11.5,Partly Cloudy,0,0,0,0,Night,20,2,11
A-19204,2,37.421535,-121.93466200000002,0.01,San Jose,CA,48.9,77.0,10.0,3.5,Clear,0,0,0,0,Night,20,2,11
A-19206,3,38.740002000000004,-121.273895,0.01,Roseville,CA,46.4,87.0,10.0,12.7,Clear,0,0,0,0,Night,20,2,11
A-19243,3,37.527813,-121.99871100000001,0.01,Newark,CA,55.4,63.0,10.0,6.9,Partly Cloudy,0,0,0,0,Day,10,3,11
A-19256,2,38.388729,-122.71608,0.01,Santa Rosa,CA,57.0,53.0,10.0,6.9,Clear,0,0,1,0,Day,11,3,11
A-19263,3,37.49807,-121.926331,0.01,Fremont,CA,57.9,46.0,10.0,6.9,Clear,0,0,1,0,Day,11,3,11
A-19284,2,38.014099,-121.996925,0.01,Concord,CA,57.9,47.0,10.0,6.9,Clear,0,0,0,0,Day,14,3,11
A-19303,2,38.671184999999994,-121.050377,0.0,El Dorado Hills,CA,51.8,76.0,10.0,6.9,Clear,0,0,0,0,Day,16,3,11
A-19307,2,38.221317,-122.238693,0.01,American Canyon,CA,48.0,68.0,10.0,5.8,Clear,0,0,0,0,Night,17,3,11
A-19318,2,37.50996,-122.33333600000002,0.01,San Mateo,CA,51.8,67.0,10.0,3.5,Clear,0,0,0,0,Night,18,3,11
A-19327,2,38.482555,-122.442558,0.01,Saint Helena,CA,45.0,82.0,10.0,6.9,Clear,0,1,0,0,Night,19,3,11
A-19342,2,37.324795,-121.886742,0.01,San Jose,CA,50.0,54.0,10.0,3.5,Clear,0,0,0,0,Night,20,3,11
A-19345,2,37.925224,-121.732758,0.01,Brentwood,CA,39.0,89.0,10.0,3.5,Clear,0,0,0,0,Night,20,3,11
A-19346,3,38.59343,-121.444771,0.01,Sacramento,CA,42.8,93.0,8.0,3.5,Clear,0,0,0,0,Night,20,3,11
A-19347,2,37.93515,-122.516548,0.01,Corte Madera,CA,41.0,93.0,6.0,6.9,Clear,0,0,0,0,Night,20,3,11
